word;category;mean Happiness;mean Anger;mean Sadness;mean Fear;mean Disgust;H;A;S;F;D;N;min distance;category;;emotions
posag;U;3.923;1.538;1.769;1.769;1.654;3.832;6.951;6.731;6.717;6.775;4.041;3.832;H;;
posêpny;S;1.154;2.615;4.731;2.885;1.962;7.971;6.790;4.361;6.579;7.401;5.124;4.361;S;;
posiedzenie;A;1.385;2.692;1.500;1.808;2.462;6.858;5.481;6.760;6.363;5.802;3.226;3.226;N;;
posi³ek;H;5.192;1.346;1.308;1.346;1.269;2.376;7.352;7.382;7.349;7.414;4.452;2.376;H;;
postêpowaæ;N;2.231;1.654;1.654;1.846;1.385;5.388;6.172;6.192;6.000;6.439;2.262;2.262;N;;
poszukiwaæ;U;3.704;1.778;1.963;2.407;1.593;4.356;6.756;6.625;6.188;6.892;3.986;3.986;N;;
poœlubiæ;U;5.500;1.462;1.769;2.654;1.154;3.109;7.754;7.549;6.853;8.043;5.360;3.109;H;;
poœpiech;A;2.154;4.038;2.115;3.346;2.346;6.994;5.458;7.333;6.097;7.146;5.323;5.323;N;;
poœwiêcaæ;U;2.615;1.769;2.462;2.500;1.423;5.490;6.445;5.729;5.729;6.755;3.614;3.614;N;;
potencjalny;F;2.346;1.538;1.423;2.423;1.462;5.451;6.351;6.459;5.326;6.397;2.562;2.562;N;;
potê¿ny;U;2.808;2.654;2.346;3.577;2.192;6.521;6.832;7.052;5.816;7.218;4.645;4.645;N;;
potkniêcie;U;1.654;3.846;3.308;3.385;2.038;7.738;5.808;6.352;6.276;7.459;5.098;5.098;N;;
potop;U;1.731;2.808;3.962;4.154;2.038;7.842;7.146;6.096;5.879;7.755;5.582;5.582;N;;
potrzebny;U;3.556;1.704;2.000;2.074;1.444;4.381;6.660;6.381;6.334;6.865;3.553;3.553;N;;
potrzebowaæ;U;2.346;2.269;2.577;2.577;1.731;6.038;6.225;5.812;5.905;6.749;3.744;3.744;N;;
potwierdzaæ;U;3.259;1.333;1.296;1.630;1.111;4.149;6.488;6.547;6.218;6.712;2.750;2.750;N;;
potwierdziæ;U;3.667;1.407;1.556;1.852;1.259;3.977;6.790;6.662;6.384;6.928;3.220;3.220;N;;
potworny;U;1.481;3.185;3.370;4.185;3.852;8.453;7.454;7.297;6.414;6.817;6.255;6.255;N;;
potwór;F;1.741;2.815;2.444;4.481;3.148;7.818;7.162;7.458;5.427;6.929;5.660;5.427;F;;
pouczaæ;A;1.704;4.333;2.148;2.296;2.444;7.344;4.588;7.151;6.998;6.818;4.844;4.588;A;;
powiedzieæ;U;3.000;1.346;1.538;2.308;1.192;5.129;6.854;6.680;5.946;6.968;2.800;2.800;N;;
powieka;N;2.444;1.481;1.630;1.704;1.630;5.331;6.492;6.365;6.257;6.343;2.369;2.369;N;;
powieœæ;U;4.630;1.593;1.667;1.704;1.333;3.212;7.088;7.063;6.990;7.349;4.421;3.212;H;;
powietrze;U;5.115;1.192;1.577;1.538;1.231;2.720;7.549;7.269;7.274;7.499;4.573;2.720;H;;
powitalny;U;4.654;1.500;1.385;1.692;1.192;3.043;7.225;7.320;7.030;7.483;4.203;3.043;H;;
powodowaæ;U;2.654;2.962;2.615;2.962;2.077;6.595;6.738;7.077;6.748;7.498;4.436;4.436;N;;
powódŸ;U;1.115;3.538;4.346;4.923;3.346;9.277;7.842;7.015;6.415;7.982;6.793;6.415;F;;
powracaæ;U;4.000;1.269;2.385;2.115;1.192;4.079;7.183;6.153;6.406;7.259;4.063;4.063;N;;
powrót;U;5.259;1.630;2.222;2.074;1.185;3.075;7.603;7.049;7.188;7.917;5.198;3.075;H;;
powstanie;U;2.577;2.192;2.769;3.269;1.615;6.315;6.860;6.316;5.817;7.370;4.561;4.561;N;;
powstawaæ;U;4.500;1.654;1.692;1.808;1.231;3.416;7.090;7.075;6.966;7.457;4.331;3.416;H;;
pozbawiaæ;U;1.308;4.000;4.269;3.923;3.423;8.664;6.747;6.444;6.808;7.268;6.228;6.228;N;;
pozdrawiaæ;H;5.115;1.077;1.346;1.423;1.269;2.446;7.506;7.254;7.243;7.367;4.368;2.446;H;;
poziom;U;2.741;1.519;1.519;1.889;1.556;4.917;6.323;6.299;5.923;6.285;2.506;2.506;N;;
poznanie;U;4.346;1.654;1.577;2.615;1.385;4.033;7.214;7.335;6.378;7.460;4.444;4.033;H;;
pozwalaæ;U;3.704;1.593;1.556;1.778;1.519;4.025;6.630;6.671;6.473;6.729;3.439;3.439;N;;
pozytywny;H;5.778;1.111;1.148;1.148;1.037;1.396;7.695;7.681;7.654;7.767;4.876;1.396;H;;
po¿¹danie;U;5.333;1.778;1.667;2.185;1.185;3.146;7.420;7.533;7.040;7.865;5.120;3.146;H;;
po¿egnanie;S;1.889;2.481;5.333;3.704;1.889;8.058;7.738;4.726;6.665;8.173;6.092;4.726;S;;
po¿yczaæ;U;2.077;2.346;1.615;2.654;1.692;6.105;5.851;6.622;5.556;6.566;3.302;3.302;N;;
po¿yczka;U;1.556;3.556;3.704;4.852;2.926;8.548;7.164;7.010;5.891;7.684;6.448;5.891;F;;
po¿ywienie;U;4.308;1.308;1.269;1.308;1.269;3.162;6.944;6.993;6.968;6.944;3.633;3.162;H;;
pó³¿ywy;U;1.269;2.346;3.962;4.346;2.538;8.155;7.371;5.972;5.534;7.198;5.488;5.488;N;;
praca;U;4.630;2.667;2.111;3.111;1.407;4.394;6.662;7.090;6.261;7.717;5.226;4.394;H;;
pracowaæ;U;3.692;2.000;2.038;2.192;1.538;4.578;6.594;6.551;6.461;7.008;4.089;4.089;N;;
pragn¹æ;U;4.667;2.000;2.519;2.778;1.370;4.237;7.261;6.782;6.540;7.795;5.228;4.237;H;;
praktyka;U;3.192;1.692;1.692;2.385;1.500;4.856;6.700;6.708;6.008;6.852;3.373;3.373;N;;
praktykant;U;2.815;2.148;2.037;2.556;1.963;5.609;6.520;6.622;6.082;6.693;3.727;3.727;N;;
pralina;U;4.077;1.269;1.192;1.231;1.115;3.201;6.848;6.918;6.890;6.974;3.255;3.201;H;;
prasa;U;2.741;2.741;1.704;1.852;2.185;5.647;5.856;6.872;6.773;6.459;3.685;3.685;N;;
prawdziwy;U;4.654;1.385;1.462;1.692;1.000;3.019;7.218;7.163;6.954;7.499;4.108;3.019;H;;
precel;U;3.885;1.115;1.115;1.038;1.154;3.291;6.851;6.853;6.922;6.810;3.016;3.016;N;;
precyzowaæ;N;2.192;1.538;1.423;1.500;1.346;5.220;6.078;6.200;6.097;6.241;1.982;1.982;N;;
premiera;U;4.815;1.296;1.370;2.074;1.296;3.021;7.376;7.299;6.674;7.348;4.406;3.021;H;;
pretekst;U;2.077;2.654;2.154;2.269;2.115;6.147;5.783;6.255;6.116;6.315;3.662;3.662;N;;
prezent;H;5.577;1.192;1.308;1.385;1.038;1.945;7.633;7.545;7.470;7.761;4.787;1.945;H;;
prezerwatywa;U;3.222;1.889;1.852;2.852;1.963;5.307;6.908;6.951;5.883;6.770;4.116;4.116;N;;
prezydent;U;2.654;2.538;2.077;1.923;2.115;5.697;6.026;6.401;6.527;6.430;3.857;3.857;N;;
prezydium;N;1.462;1.962;1.692;1.731;1.808;6.308;5.969;6.192;6.030;6.019;2.265;2.265;N;;
prêgierz;U;1.231;2.192;2.346;2.731;2.385;7.195;6.382;6.317;5.905;6.200;3.354;3.354;N;;
problem;U;1.192;3.038;3.500;3.423;2.115;7.699;6.095;5.782;5.841;7.087;4.742;4.742;N;;
procent;U;2.885;2.462;2.038;2.154;2.192;5.480;6.250;6.606;6.543;6.470;3.876;3.876;N;;
produkcyjny;N;2.846;1.423;1.346;1.308;1.192;4.541;6.324;6.388;6.441;6.520;2.376;2.376;N;;
produkowaæ;U;3.667;1.556;1.333;1.481;1.370;3.831;6.568;6.750;6.624;6.734;3.190;3.190;N;;
produkt;U;2.692;1.846;1.500;1.577;1.654;4.973;6.104;6.431;6.374;6.254;2.713;2.713;N;;
profesjonalny;U;4.963;1.444;1.407;1.741;1.407;2.782;7.346;7.387;7.054;7.314;4.604;2.782;H;;
profesor;U;3.500;1.923;1.885;2.308;1.500;4.725;6.645;6.644;6.225;6.997;3.794;3.794;N;;
profil;N;2.444;1.630;1.519;1.778;1.481;5.274;6.425;6.521;6.266;6.555;2.432;2.432;N;;
prognozowaæ;F;3.038;1.769;1.692;2.923;1.615;5.175;6.623;6.661;5.368;6.766;3.668;3.668;N;;
programowy;U;1.846;2.115;1.500;1.962;2.077;6.115;6.074;6.693;6.238;6.155;2.733;2.733;N;;
projektowaæ;U;3.808;1.308;1.385;1.808;1.154;3.814;6.903;6.825;6.450;7.025;3.265;3.265;N;;
promieniowaæ;U;4.115;1.192;1.423;2.038;1.462;3.501;7.301;7.087;6.433;7.075;4.169;3.501;H;;
promil;U;2.000;2.593;2.296;2.370;2.704;6.400;5.911;6.219;6.120;5.738;3.689;3.689;N;;
propagandowy;U;1.577;3.346;2.885;2.962;3.346;7.667;6.269;6.648;6.720;6.267;4.921;4.921;N;;
proponowaæ;N;2.692;1.269;1.308;1.808;1.192;4.720;6.428;6.371;5.867;6.489;2.255;2.255;N;;
propozycja;F;4.115;1.769;1.577;3.423;1.577;4.635;7.126;7.213;5.487;7.256;4.604;4.604;N;;
proroczy;U;2.769;1.885;1.808;3.154;1.885;5.816;6.845;6.970;5.675;6.856;3.980;3.980;N;;
prosiæ;U;2.000;3.115;3.462;3.346;2.808;7.335;6.600;6.264;6.382;6.962;5.253;5.253;N;;
proso;N;2.462;1.423;1.308;1.385;1.423;4.946;6.228;6.338;6.267;6.236;1.922;1.922;N;;
prostopad³oœcian;N;2.500;1.385;1.269;1.231;1.269;4.804;6.310;6.398;6.454;6.362;2.024;2.024;N;;
prosty;U;3.185;1.630;1.593;1.593;1.481;4.462;6.487;6.539;6.536;6.631;3.064;3.064;N;;
prostytutka;U;1.889;2.333;4.259;2.778;3.519;7.680;7.445;5.602;7.071;6.345;5.649;5.602;S;;
proszek;N;1.923;1.654;1.615;1.923;1.808;5.820;6.268;6.259;5.962;6.100;2.232;2.232;N;;
proœba;U;2.962;2.192;1.885;2.846;1.769;5.369;6.456;6.740;5.812;6.823;4.019;4.019;N;;
protestowaæ;A;2.259;3.889;2.815;2.852;1.963;6.945;5.448;6.519;6.510;7.197;4.702;4.702;N;;
prowadzenie;U;3.538;1.538;1.115;2.346;1.231;4.367;6.685;7.077;5.913;6.975;3.420;3.420;N;;
prowadziæ;U;3.038;1.654;1.500;2.231;1.231;4.745;6.451;6.592;5.877;6.837;3.021;3.021;N;;
próbowaæ;U;3.885;2.538;2.654;3.923;1.885;5.911;7.331;7.346;6.153;7.826;5.523;5.523;N;;
pró¿ny;A;1.385;4.308;3.000;2.115;3.885;8.083;5.462;6.974;7.669;5.934;5.641;5.462;A;;
prymitywny;U;1.462;3.154;2.731;2.308;3.346;7.498;6.050;6.505;6.903;5.855;4.683;4.683;N;;
prysznic;U;4.731;1.115;1.231;1.154;1.192;2.543;7.253;7.150;7.224;7.181;3.819;2.543;H;;
przebaczyæ;U;4.769;1.769;2.538;2.538;1.538;4.175;7.510;6.876;6.892;7.684;5.261;4.175;H;;
przeb¹kiwaæ;U;1.519;2.222;2.259;2.185;2.000;6.615;6.003;5.942;6.085;6.166;2.937;2.937;N;;
przebiegaæ;U;2.962;2.115;1.769;2.731;1.808;5.463;6.696;6.960;5.869;6.975;4.116;4.116;N;;
przebieg³y;U;2.231;2.654;2.115;2.962;2.346;6.180;6.011;6.566;5.681;6.336;4.093;4.093;N;;
przebywaæ;U;2.926;1.704;1.926;1.852;1.333;4.972;6.489;6.219;6.270;6.742;3.143;3.143;N;;
przecinek;N;1.846;1.615;1.115;1.500;1.308;5.675;6.069;6.502;6.201;6.321;1.614;1.614;N;;
przeciwieñstwo;U;2.577;2.577;2.808;2.500;1.769;6.194;6.304;6.150;6.386;7.037;3.881;3.881;N;;
przeciwnik;U;2.111;4.074;2.111;4.148;1.963;7.284;5.438;7.355;5.462;7.520;5.368;5.368;N;;
przeczucie;F;3.231;1.885;2.462;3.615;1.538;5.381;7.080;6.554;5.227;7.314;4.760;4.760;N;;
przeczuwaæ;F;2.154;1.500;2.154;3.115;1.346;5.874;6.717;6.070;4.926;6.851;3.432;3.432;N;;
przedmiot;N;1.654;1.269;1.385;1.308;1.154;5.604;6.051;5.925;6.007;6.171;1.122;1.122;N;;
przedsiêwzi¹æ;U;3.385;1.654;1.692;2.231;1.385;4.596;6.633;6.650;6.068;6.876;3.401;3.401;N;;
przedstawiaæ;U;3.231;1.615;1.538;2.731;1.462;5.046;6.914;6.987;5.909;7.055;3.554;3.554;N;;
przedstawiciel;U;1.731;2.115;1.500;1.885;2.192;6.326;6.036;6.673;6.276;5.960;2.845;2.845;N;;
przedwczesny;U;1.556;3.259;3.296;3.407;2.074;7.668;6.440;6.363;6.192;7.420;4.955;4.955;N;;
przedzia³;N;1.962;1.462;1.423;1.923;1.538;5.673;6.183;6.255;5.688;6.088;1.994;1.994;N;;
przegrywaæ;U;1.259;4.704;4.704;3.444;2.519;8.874;6.253;6.231;7.491;8.092;6.448;6.231;S;;
przejêcie;U;2.269;1.769;2.269;2.808;1.538;5.766;6.566;6.083;5.521;6.801;3.464;3.464;N;;
przekazywaæ;U;3.704;1.556;1.519;1.556;1.333;4.047;6.603;6.686;6.641;6.827;3.207;3.207;N;;
przekleñstwo;A;2.038;3.577;2.308;1.962;2.423;6.739;5.200;6.653;6.872;6.347;4.370;4.370;N;;
przekonaæ;U;4.370;1.815;1.519;1.963;1.481;3.563;6.775;7.016;6.645;7.040;4.067;3.563;H;;
przekorny;A;2.154;2.808;1.731;1.577;1.846;5.864;5.182;6.412;6.574;6.328;3.050;3.050;N;;
przekrêcony;U;1.808;2.577;1.731;2.462;2.500;6.917;6.386;7.031;6.461;6.495;3.326;3.326;N;;
prze³om;U;4.692;1.538;1.462;2.885;1.154;3.815;7.331;7.389;6.002;7.609;4.670;3.815;H;;
prze³omowy;U;5.154;1.115;1.192;2.462;1.154;2.891;7.661;7.621;6.493;7.646;4.694;2.891;H;;
przem¹drza³y;A;1.308;4.538;2.577;2.115;3.308;8.051;5.158;7.230;7.595;6.528;5.214;5.158;A;;
przemieszczenie;U;2.077;1.846;2.154;2.808;2.115;6.242;6.612;6.345;5.699;6.392;3.355;3.355;N;;
przemijaæ;S;1.885;3.308;5.154;3.923;2.231;8.250;7.373;5.471;6.830;8.221;6.446;5.471;S;;
przemoc;U;1.231;5.577;5.346;5.538;5.269;10.884;8.276;8.419;8.232;8.492;9.143;8.232;F;;
przemys³owy;U;2.000;1.926;2.037;2.037;1.778;5.849;6.095;5.962;5.932;6.183;2.784;2.784;N;;
przenosiæ;U;2.269;2.115;1.962;2.154;1.538;5.996;6.273;6.457;6.256;6.734;2.643;2.643;N;;
przeoczyæ;A;1.370;4.296;2.889;3.444;1.963;7.834;5.202;6.685;6.186;7.436;5.107;5.107;N;;
przepadaæ;U;2.444;2.333;2.296;2.370;1.444;5.801;6.192;6.321;6.223;7.051;3.889;3.889;N;;
przepaœæ;F;1.462;2.423;3.000;4.769;2.038;8.201;7.532;7.010;4.787;7.848;5.560;4.787;F;;
przepêdzaæ;U;1.423;3.308;2.308;2.962;2.462;7.250;5.589;6.683;6.012;6.473;4.188;4.188;N;;
przepych;U;3.185;2.222;1.889;1.630;2.111;4.917;6.254;6.554;6.911;6.458;3.889;3.889;N;;
przera¿aj¹cy;F;1.222;1.963;2.111;5.000;2.074;7.731;7.154;6.978;3.550;7.095;4.946;3.550;F;;
przera¿ony;F;1.222;3.074;3.630;5.926;2.630;9.175;7.986;7.596;4.776;8.357;6.961;4.776;F;;
przerwa;H;5.444;1.370;1.148;1.074;1.037;1.786;7.301;7.490;7.557;7.583;4.534;1.786;H;;
przerywaæ;A;1.481;4.037;2.630;2.370;2.148;7.487;4.885;6.502;6.828;7.042;4.609;4.609;N;;
przesiewaæ;N;2.000;1.731;1.615;1.654;1.385;5.493;5.932;6.057;6.005;6.236;2.065;2.065;N;;
przestawaæ;U;1.769;2.423;2.462;2.346;1.615;6.655;6.224;6.169;6.224;6.860;3.188;3.188;N;;
przestêpstwo;U;1.222;4.852;4.630;5.519;4.185;10.069;7.659;7.877;7.103;8.219;8.087;7.103;F;;
przestrzegaæ;F;2.038;2.308;1.846;2.654;1.654;6.075;5.935;6.475;5.461;6.601;3.441;3.441;N;;
przestworze;U;4.462;1.269;1.577;2.346;1.231;3.521;7.284;6.999;6.239;7.291;4.362;3.521;H;;
przesuwaæ;N;1.852;1.593;1.296;1.407;1.444;5.568;5.815;6.174;6.047;6.027;1.554;1.554;N;;
przeszkadzaæ;A;1.615;5.000;2.500;2.115;3.346;8.138;4.793;7.563;7.916;6.920;5.805;4.793;A;;
przeszkoda;U;1.741;3.481;2.963;3.037;1.778;7.071;5.683;6.253;6.172;7.292;4.538;4.538;N;;
przeszkodziæ;A;1.577;4.462;2.846;2.808;2.423;7.712;5.025;6.712;6.725;7.029;5.205;5.025;A;;
przeœcierad³o;N;2.593;1.296;1.444;1.296;1.444;4.827;6.462;6.293;6.453;6.329;2.091;2.091;N;;
przewidywaæ;U;3.577;1.731;1.731;2.615;1.038;4.484;6.681;6.724;5.827;7.306;3.820;3.820;N;;
przewinienie;U;1.115;3.346;3.154;3.538;2.385;8.032;6.270;6.512;6.057;7.226;4.792;4.792;N;;
przewodnik;U;3.407;1.593;1.222;1.444;1.407;4.106;6.429;6.803;6.578;6.620;3.014;3.014;N;;
przewrót;U;2.074;2.556;1.926;2.889;1.556;6.246;5.984;6.596;5.593;6.903;3.447;3.447;N;;
przezwyciê¿aæ;U;5.148;1.704;1.370;2.222;1.296;3.046;7.222;7.488;6.803;7.563;4.771;3.046;H;;
prze¿ycie;U;5.333;1.778;1.963;3.037;1.259;3.556;7.638;7.478;6.522;8.038;5.506;3.556;H;;
prze¿ywaæ;U;3.462;2.577;2.731;3.038;2.000;5.871;7.162;7.034;6.748;7.588;4.921;4.921;N;;
przybity;S;1.192;2.269;5.038;3.000;1.654;7.994;7.273;4.235;6.686;7.760;5.271;4.235;S;;
przybudówka;N;2.192;1.731;1.538;1.731;1.808;5.788;6.470;6.574;6.373;6.376;2.459;2.459;N;;
przychodziæ;U;3.538;1.692;1.846;2.192;1.385;4.493;6.846;6.723;6.393;7.104;3.626;3.626;N;;
przyciskaæ;U;1.885;2.654;1.885;2.385;1.808;6.280;5.656;6.530;6.013;6.523;3.374;3.374;N;;
przygnêbiony;S;1.407;2.741;4.852;2.852;2.037;8.009;6.891;4.511;6.938;7.604;5.530;4.511;S;;
przygotowywaæ;U;3.962;2.115;1.577;2.038;1.385;3.983;6.427;6.985;6.506;7.115;4.153;3.983;H;;
przyjaciel;H;6.037;1.444;1.630;1.556;1.037;1.902;7.839;7.691;7.756;8.136;5.409;1.902;H;;
przyjemnoœæ;H;6.038;1.038;1.192;1.308;1.038;1.293;7.939;7.819;7.722;7.939;5.119;1.293;H;;
przyjezdny;U;2.538;1.731;1.423;2.154;1.654;5.409;6.299;6.602;5.874;6.377;2.768;2.768;N;;
przyjmowaæ;U;3.192;1.231;1.308;1.538;1.192;4.090;6.518;6.449;6.212;6.551;2.576;2.576;N;;
przykazanie;U;2.038;2.385;1.885;2.231;2.038;6.314;6.191;6.719;6.359;6.478;3.535;3.535;N;;
przyk³adaæ;U;3.259;1.370;1.370;1.444;1.333;4.129;6.508;6.506;6.439;6.546;2.773;2.773;N;;
przyk³adowy;N;2.269;1.500;1.231;1.500;1.154;5.127;6.012;6.359;6.111;6.434;1.956;1.956;N;;
przykroœæ;S;1.077;3.538;5.346;3.846;3.038;9.071;7.333;5.427;7.061;7.692;6.682;5.427;S;;
przymusowy;U;1.154;4.654;3.346;2.769;3.500;8.710;5.840;7.170;7.599;6.942;6.062;5.840;A;;
przynosiæ;U;3.778;1.556;1.333;1.444;1.111;3.758;6.556;6.758;6.632;6.946;3.138;3.138;N;;
przypadek;U;3.269;2.385;2.038;2.769;1.692;5.503;6.409;6.886;6.207;7.047;4.116;4.116;N;;
przypadkowy;U;2.846;2.115;1.923;2.885;1.846;5.837;6.657;6.845;5.912;6.868;3.667;3.667;N;;
przypominaæ;U;2.769;2.500;1.846;1.923;1.462;5.310;5.657;6.383;6.345;6.710;3.315;3.315;N;;
przypuszczaæ;U;2.462;1.923;1.885;2.462;1.885;5.732;6.383;6.436;5.868;6.383;3.086;3.086;N;;
przyrastaæ;U;2.000;1.741;1.704;2.037;2.037;5.771;6.191;6.244;5.924;5.898;2.670;2.670;N;;
przyrzekaæ;F;2.769;1.538;1.500;2.385;1.462;4.921;6.375;6.410;5.494;6.437;2.943;2.943;N;;
przysiêgaæ;F;2.885;1.423;1.731;2.808;1.423;5.162;6.819;6.502;5.424;6.812;3.480;3.480;N;;
przysz³oœæ;F;4.308;1.769;2.308;4.269;1.308;5.207;7.727;7.295;5.328;8.070;5.428;5.207;H;;
przytakiwaæ;U;1.852;2.519;1.963;1.963;1.889;6.151;5.519;6.123;6.124;6.167;2.937;2.937;N;;
przywilej;U;3.846;1.923;1.615;1.346;1.500;3.821;6.315;6.659;6.912;6.765;3.758;3.758;N;;
przywództwo;U;4.037;2.370;1.704;2.815;1.852;4.732;6.844;7.422;6.312;7.223;4.836;4.732;H;;
przyznawaæ;U;2.654;1.731;2.000;2.577;1.500;5.376;6.528;6.262;5.673;6.755;3.458;3.458;N;;
przyzwalaæ;U;3.192;2.115;1.769;2.423;1.769;5.037;6.370;6.760;6.137;6.738;4.066;4.066;N;;
przyzwoity;U;3.923;1.385;1.538;1.538;1.423;3.628;6.861;6.721;6.707;6.812;3.586;3.586;N;;
psychika;F;2.154;1.692;2.038;3.192;1.500;6.156;6.748;6.436;5.133;6.909;3.481;3.481;N;;
psychoza;U;1.889;2.704;3.222;4.481;2.444;7.717;7.511;7.042;5.640;7.659;5.756;5.640;F;;
pszczelarski;U;3.154;1.654;1.500;2.769;2.077;5.343;7.170;7.260;6.232;6.789;4.037;4.037;N;;
pszczo³a;F;3.038;1.385;1.385;2.885;1.808;4.944;6.954;6.964;5.390;6.578;3.725;3.725;N;;
ptak;U;4.962;1.615;1.500;1.231;1.462;2.741;7.034;7.211;7.445;7.218;4.515;2.741;H;;
puchar;H;5.038;1.269;1.115;1.308;1.115;2.261;7.282;7.443;7.257;7.443;4.306;2.261;H;;
pudel;U;2.926;1.222;1.074;1.148;1.704;4.384;6.557;6.692;6.627;5.927;2.633;2.633;N;;
puder;U;3.115;1.731;1.500;1.500;1.538;4.661;6.585;6.917;6.914;6.839;3.162;3.162;N;;
pukaæ;F;2.192;1.846;1.269;2.615;1.500;5.800;6.318;6.822;5.364;6.549;2.991;2.991;N;;
pulchny;U;2.231;3.115;3.077;2.538;3.077;6.940;6.650;6.644;7.199;6.588;5.109;5.109;N;;
pu³apka;U;1.111;4.000;3.333;4.926;2.889;8.871;6.643;7.277;5.715;7.655;6.351;5.715;F;;
punkt;N;2.769;1.692;1.500;1.462;1.231;4.893;6.223;6.410;6.427;6.626;2.330;2.330;N;;
pupa;U;3.741;1.296;1.222;1.222;1.704;3.804;7.074;7.135;7.137;6.525;3.571;3.571;N;;
purpurowy;U;3.111;2.185;1.815;2.074;2.074;5.367;6.543;6.913;6.743;6.656;3.845;3.845;N;;
pustka;U;1.259;2.481;4.519;3.704;2.259;8.325;7.549;5.581;6.577;7.704;5.494;5.494;N;;
pustynny;F;2.231;1.308;1.846;3.038;1.462;5.878;7.013;6.535;4.983;6.861;3.475;3.475;N;;
puszcza;U;4.000;1.538;1.692;3.692;1.615;4.827;7.717;7.586;5.513;7.626;5.134;4.827;H;;
puszka;U;3.038;2.154;2.115;2.269;2.038;5.471;6.826;6.890;6.667;6.895;3.929;3.929;N;;
pycha;U;1.462;3.769;3.077;3.000;4.192;8.199;6.426;7.051;7.124;5.722;5.982;5.722;D;;
pyskaty;U;1.346;4.538;2.923;2.846;3.231;8.254;5.513;7.182;7.283;6.873;5.678;5.513;A;;
pytaæ;U;2.577;1.885;1.500;2.115;1.385;5.250;6.078;6.437;5.818;6.557;2.657;2.657;N;;
pytanie;U;2.846;2.269;1.654;3.269;1.846;5.842;6.523;7.018;5.539;6.907;4.050;4.050;N;;
raban;A;1.808;2.654;1.731;1.769;1.462;6.057;5.226;6.294;6.217;6.537;2.878;2.878;N;;
rabat;U;4.615;1.462;1.269;1.500;1.577;3.170;7.172;7.341;7.133;6.970;4.226;3.170;H;;
rabowaæ;U;1.444;4.111;3.481;4.296;3.704;8.639;6.759;7.294;6.596;7.059;6.349;6.349;N;;
rachunek;U;1.778;3.000;2.444;2.444;1.963;6.778;5.609;6.277;6.324;6.777;3.864;3.864;N;;
radar;F;1.500;2.962;1.885;3.423;2.154;7.258;6.154;7.132;5.495;6.939;4.184;4.184;N;;
radosny;H;5.846;1.577;1.577;1.615;1.308;2.166;7.941;7.908;7.905;8.098;5.469;2.166;H;;
radoœæ;H;6.038;1.154;1.192;1.154;1.115;1.201;7.863;7.836;7.863;7.894;5.205;1.201;H;;
radyka³;U;1.538;2.654;2.000;3.000;2.538;6.961;6.091;6.644;5.647;6.202;3.757;3.757;N;;
raj;H;6.308;1.231;1.885;1.923;1.115;2.071;8.180;7.697;7.668;8.268;5.734;2.071;H;;
rakieta;F;3.115;1.577;1.538;2.769;1.500;4.966;6.784;6.833;5.424;6.863;3.726;3.726;N;;
rama;U;2.778;1.481;1.481;1.889;1.593;5.007;6.593;6.584;6.188;6.484;2.735;2.735;N;;
ramiê;N;3.111;1.222;1.148;1.370;1.185;4.247;6.606;6.669;6.487;6.633;2.388;2.388;N;;
rampa;N;2.259;1.148;1.185;1.630;1.370;5.068;6.426;6.395;5.934;6.179;1.816;1.816;N;;
raniæ;U;1.192;4.000;5.269;4.923;3.846;9.622;7.819;6.644;7.055;7.864;7.515;6.644;S;;
ranny;U;1.192;3.115;5.077;4.962;2.385;8.959;7.618;5.811;5.960;8.170;6.672;5.811;S;;
rasa;U;2.741;2.185;2.037;1.889;1.519;5.214;6.223;6.348;6.507;6.860;3.315;3.315;N;;
ratowaæ;U;4.852;1.519;1.926;3.148;1.185;3.833;7.693;7.327;6.305;7.942;5.196;3.833;H;;
rausz;U;2.231;2.231;2.115;2.462;2.154;6.204;6.535;6.629;6.294;6.562;3.510;3.510;N;;
rdzewieæ;U;1.462;2.615;3.038;2.308;2.308;7.179;6.162;5.830;6.588;6.460;3.869;3.869;N;;
referat;U;2.923;2.500;2.269;3.692;2.308;6.287;6.846;7.077;5.597;6.990;4.738;4.738;N;;
reformowaæ;U;3.423;2.308;1.923;3.154;1.808;5.254;6.619;7.048;5.877;7.182;4.648;4.648;N;;
rega³;N;1.962;1.192;1.308;1.154;1.154;5.209;6.161;6.020;6.200;6.198;1.228;1.228;N;;
regularny;U;3.115;1.500;1.654;1.885;1.385;4.669;6.521;6.302;6.167;6.627;3.037;3.037;N;;
regulator;U;2.423;1.769;1.500;1.962;1.500;5.358;6.114;6.405;5.918;6.404;2.511;2.511;N;;
regulowaæ;U;2.385;1.731;1.615;2.385;1.615;5.567;6.326;6.456;5.671;6.477;2.852;2.852;N;;
rejs;U;4.615;1.269;1.654;2.500;1.154;3.467;7.369;7.090;6.268;7.478;4.441;3.467;H;;
rekin;F;1.577;2.385;2.192;4.808;2.423;7.671;7.214;7.394;4.478;7.118;5.180;4.478;F;;
reklamowaæ;U;2.231;3.423;2.154;2.231;3.500;7.025;6.334;7.477;7.379;6.216;5.076;5.076;N;;
rekordowy;U;4.769;1.308;1.308;1.692;1.077;2.866;7.272;7.268;6.962;7.467;4.114;2.866;H;;
rekrut;U;1.769;1.577;1.769;2.577;1.615;6.257;6.594;6.357;5.540;6.483;2.786;2.786;N;;
rektor;F;2.346;1.846;1.385;2.538;1.462;5.567;6.279;6.708;5.427;6.631;2.945;2.945;N;;
